Transaction_ID,Customer_ID,Transaction_Date,Product_Clean,Sum of Quantity,Sum of Price,Transaction_Type,Transaction_Status,Record_Status
T93569,C4160,2023-13-01,Laptop,8,737.1,Normal Transaction,Failed,Valid
T93568,C2240,2023-13-01,Laptop,1,675.2976,Normal Transaction,Complete,Valid
T93567,C1012,2025-02-30,Headphones,2,492.0821,Normal Transaction,"",Valid
T93566,C4297,2023-13-01,Coffee Machine,151,533.4362,Normal Transaction,Completed,Valid
T93565,C4580,2025-02-30,Coffee Machine,-7,,Unknown,Failed,Valid
T93564,C4520,2023-13-01,Smartphone,-7,716.8663,Negative Transaction,Completed,Valid
T93563,C497,2021-03-19,Tablet,8,801.437,Normal Transaction,Pending,Valid
T93562,C719,2023-13-01,Coffee Machine,-1,-285.6525,Negative Transaction,Complete,Valid
T93561,C4256,2023-13-01,Headphones,1,,Unknown,Complete,Valid
T93560,"",2021-01-08,Laptop,7,-192.67,Negative Transaction,Completed,Valid
T9356,C986,2023-13-01,Coffee Machine,-7,-685.39,Negative Transaction,Completed,Valid
T93559,C1700,2023-13-01,Coffee Machine,952,-363.3073,Negative Transaction,Failed,Valid
T93558,C3129,2022-02-07,Headphones,1,,Unknown,Complete,Valid
T93557,C3093,2025-02-30,Smartphone,371,-260.3992,Negative Transaction,Completed,Valid
T93556,C4256,2025-02-30,Headphones,5,-689.4262,Negative Transaction,Pending,Valid
T93555,C2087,2023-13-01,Tablet,5,166.6061,Normal Transaction,Completed,Valid
T93553,C1205,2023-13-01,Tablet,860,580.7875,Normal Transaction,"",Valid
T93552,C3967,2025-02-30,Smartphone,683,666.19,Normal Transaction,Failed,Valid
T93551,C1869,2025-02-30,Headphones,-9,-677.7618,Negative Transaction,"",Valid
T93550,C3681,2023-13-01,Tablet,2,-183.9384,Negative Transaction,Complete,Valid
T9355,C1902,2023-13-01,Tablet,-3,-556.3479,Negative Transaction,Complete,Valid
T93549,C183,2024-02-24,Laptop,-9,,Unknown,Failed,Valid
T93548,C2508,2025-02-30,Headphones,939,-588.1221,Negative Transaction,Failed,Valid
T93547,C2142,2025-02-30,Headphones,139,899.6605,Normal Transaction,Completed,Valid
T93546,C2252,2023-01-19,Coffee Machine,-7,,Unknown,Pending,Valid
T93545,C1856,2025-02-30,Tablet,722,399.07,Normal Transaction,Complete,Valid
T93544,C471,2025-01-15,Smartphone,1,170.1671,Normal Transaction,Complete,Valid
T93543,C2876,2025-02-30,Laptop,586,-944.8716,Negative Transaction,Completed,Valid
T93542,C273,2025-02-30,Smartphone,6,-423.6083,Negative Transaction,Completed,Valid
T93541,C1914,2023-11-05,Smartphone,117,-279.6562,Negative Transaction,Complete,Valid
T93540,C2834,2025-02-30,Headphones,3,840.2,Normal Transaction,Complete,Valid
T93539,C3601,2025-02-30,Coffee Machine,630,-970.1,Negative Transaction,Failed,Valid
T93538,C1112,2023-13-01,Headphones,-1,599.0007,Negative Transaction,Completed,Valid
T93537,C3130,2023-13-01,Tablet,978,-743.7982,Negative Transaction,"",Valid
T93536,C2750,2025-02-30,Coffee Machine,589,,Unknown,Pending,Valid
T93535,C845,2025-02-30,Headphones,-4,555.6278,Negative Transaction,Completed,Valid
T93534,C4182,2025-02-30,Smartphone,-6,737.306,Negative Transaction,Failed,Valid
T93533,C1118,2025-02-30,Headphones,257,929.3568,Normal Transaction,Complete,Valid
T93532,C540,2025-02-30,Smartphone,6,,Unknown,"",Valid
T93531,C3419,2023-13-01,Tablet,6,,Unknown,Completed,Valid
T93530,C638,2023-13-01,Headphones,-7,312.7449,Negative Transaction,Completed,Valid
T9353,C4506,2022-11-26,Laptop,620,,Unknown,Complete,Valid
T93529,C2957,2020-10-05,Coffee Machine,-6,,Unknown,Pending,Valid
T93528,C1026,2023-13-01,Tablet,2,-893.4457,Negative Transaction,Completed,Valid
T93527,"",2023-13-01,Smartphone,-7,,Unknown,Completed,Valid
T93526,C2268,2025-02-30,Headphones,259,,Unknown,"",Valid
T93525,C130,2025-02-30,Headphones,-2,,Unknown,Completed,Valid
T93524,C3191,2023-13-01,Tablet,-4,,Unknown,"",Valid
T93523,C1808,2023-13-01,Laptop,9,-322.9233,Negative Transaction,Completed,Valid
T93522,C3703,2022-12-31,Coffee Machine,4,-591.1777,Negative Transaction,"",Valid
T93521,C096,2023-13-01,Coffee Machine,252,,Unknown,"",Valid
T93520,C3352,2022-10-29,Laptop,5,-431.0626,Negative Transaction,Completed,Valid
T9352,C2691,2023-13-01,Tablet,8,-411.2881,Negative Transaction,Failed,Valid
T93519,"",2023-13-01,Smartphone,6,,Unknown,Pending,Valid
T93518,C4524,2025-02-30,Headphones,7,,Unknown,Completed,Valid
T93517,C3754,2025-02-30,Coffee Machine,185,,Unknown,Pending,Valid
T93516,C2398,2025-02-30,Coffee Machine,668,-329.2656,Negative Transaction,Completed,Valid
T93515,C4202,2023-13-01,Tablet,5,,Unknown,Failed,Valid
T93514,C3981,2025-02-30,Coffee Machine,715,,Unknown,Completed,Valid
T93513,C1328,2025-02-30,Tablet,-10,-437.5586,Negative Transaction,Complete,Valid
T93512,C3125,2023-13-01,Tablet,-6,-557.6676,Negative Transaction,"",Valid
T93511,C1297,2023-13-01,Coffee Machine,5,940.1074,Normal Transaction,Completed,Valid
T93510,C1031,2025-02-30,Laptop,780,,Unknown,Completed,Valid
T9351,C2765,2023-13-01,Headphones,-6,-719.8614,Negative Transaction,"",Valid
T93509,C3278,2024-10-02,Headphones,575,,Unknown,Completed,Valid
T93508,C4034,2023-13-01,Smartphone,-9,180.56,Negative Transaction,"",Valid
T93507,C4135,2022-10-15,Headphones,326,,Unknown,"",Valid
T93506,C1077,2023-13-01,Tablet,9,894.9661,Normal Transaction,Pending,Valid
T93505,"",2021-07-31,Coffee Machine,432,,Unknown,Failed,Valid
T93504,"",2023-13-01,Coffee Machine,2,,Unknown,Complete,Valid
T93502,C1650,2023-08-13,Coffee Machine,-10,,Unknown,Completed,Valid
T93500,C4568,2025-02-30,Tablet,-8,-128.7104,Negative Transaction,Completed,Valid
T9350,C1491,2023-13-01,Laptop,646,,Unknown,Complete,Valid
T93499,C1744,2023-13-01,Smartphone,760,696.8261,Normal Transaction,"",Valid
T93498,C4460,2023-13-01,Tablet,-10,-222.8413,Negative Transaction,Completed,Valid
T93497,C3340,2020-10-07,Coffee Machine,305,-111.1676,Negative Transaction,"",Valid
T93496,C138,2023-13-01,Laptop,-7,,Unknown,Completed,Valid
T93495,C2996,2023-13-01,Smartphone,8,,Unknown,Complete,Valid
T93494,C1989,2025-02-30,Tablet,320,-233.083,Negative Transaction,Completed,Valid
T93492,C613,2025-02-30,Laptop,-9,-743.26,Negative Transaction,Completed,Valid
T93491,C419,2022-12-08,Coffee Machine,-7,,Unknown,Failed,Valid
T93490,C3576,2023-10-14,Headphones,3,,Unknown,Completed,Valid
T9349,C2020,2023-13-01,Tablet,399,-78.7425,Negative Transaction,Completed,Valid
T93489,C1700,2024-02-15,Laptop,2,,Unknown,Failed,Valid
T93488,C3690,2023-13-01,Coffee Machine,10,-523.1379,Negative Transaction,Completed,Valid
T93487,C3818,2023-13-01,Tablet,794,933.7195,Normal Transaction,Failed,Valid
T93486,C2675,2025-02-30,Headphones,-5,,Unknown,Complete,Valid
T93485,C4374,2025-02-30,Headphones,145,-258.2383,Negative Transaction,Completed,Valid
T93484,C069,2025-02-30,Tablet,-9,-329.3607,Negative Transaction,Completed,Valid
T93483,C302,2025-02-30,Laptop,463,,Unknown,Completed,Valid
T93482,C1746,2023-13-01,Tablet,-10,,Unknown,Completed,Valid
T93481,C317,2021-11-19,Smartphone,5,-313.92,Negative Transaction,Completed,Valid
T93480,C4126,2025-02-30,Headphones,9,-366.82,Negative Transaction,Failed,Valid
T9348,C2829,2022-02-22,Headphones,-10,-129.67,Negative Transaction,Completed,Valid
T93478,C992,2023-13-01,Smartphone,-7,-403.7279,Negative Transaction,Completed,Valid
T93477,C1452,2023-13-01,Headphones,9,750.6739,Normal Transaction,Completed,Valid
T93476,C4775,2023-13-01,Laptop,-6,,Unknown,Complete,Valid
T93475,C1214,2023-13-01,Tablet,3,,Unknown,"",Valid
T93474,C730,2023-13-01,Tablet,9,-473.7906,Negative Transaction,Completed,Valid
T93473,C3981,"",Smartphone,8,600.1521,Normal Transaction,Completed,Valid
T93472,C4055,2020-07-16,Coffee Machine,968,494.1254,Normal Transaction,Pending,Valid
T93471,C114,2021-02-18,Headphones,-10,327.7652,Negative Transaction,Completed,Valid
T93470,C3861,2023-13-01,Smartphone,871,120.1199,Normal Transaction,Completed,Valid
T9347,C758,2023-11-13,Smartphone,237,-898.0982,Negative Transaction,Completed,Valid
T93469,C4846,2024-09-22,Coffee Machine,515,-647.6982,Negative Transaction,Pending,Valid
T93467,C2281,2024-02-09,Tablet,2,,Unknown,Pending,Valid
T93466,C3177,2025-02-30,Coffee Machine,9,,Unknown,Completed,Valid
T93465,C1957,2023-13-01,Laptop,4,-407.57,Negative Transaction,Completed,Valid
T93464,"",2020-10-20,Tablet,4,-315.9151,Negative Transaction,Completed,Valid
T93463,C4308,2022-03-17,Smartphone,-1,107.3684,Negative Transaction,Completed,Valid
T93462,C2273,2023-07-15,Tablet,9,,Unknown,"",Valid
T93461,C620,2021-07-23,Smartphone,1,606.7663,Normal Transaction,"",Valid
T93460,C1747,2025-02-30,Tablet,3,-163.5885,Negative Transaction,Completed,Valid
T9346,C3362,2025-02-30,Laptop,6,,Unknown,"",Valid
T93459,C917,2023-13-01,Coffee Machine,8,914.0277,Normal Transaction,Pending,Valid
T93458,C3772,2025-02-30,Tablet,-9,534.3247,Negative Transaction,Failed,Valid
T93457,C4300,2025-02-30,Laptop,,-88.3,Unknown,Failed,Missing Quantity
T93456,C2415,2023-13-01,Laptop,,-135.9793,Unknown,Pending,Missing Quantity
T93455,C1452,2025-02-30,Coffee Machine,-6,403.9948,Negative Transaction,Completed,Valid
T93454,C4784,2023-13-01,Smartphone,9,-440.4211,Negative Transaction,"",Valid
T93453,C4694,2024-02-09,Headphones,298,-462.9525,Negative Transaction,Completed,Valid
T93452,C497,2022-04-02,Headphones,497,,Unknown,Failed,Valid
T93450,C1469,2023-13-01,Headphones,-8,206.64,Negative Transaction,Completed,Valid
T9345,C1885,2025-02-30,Tablet,-2,,Unknown,Complete,Valid
T93449,C4300,2023-13-01,Coffee Machine,-7,191.83,Negative Transaction,Completed,Valid
T93448,C851,2024-03-05,Coffee Machine,610,723.1182,Normal Transaction,Completed,Valid
T93447,C3174,2025-02-30,Coffee Machine,7,-771.6762,Negative Transaction,Completed,Valid
T93446,C747,2020-06-22,Headphones,6,-902.99,Negative Transaction,Failed,Valid
T93445,C078,2025-02-30,Laptop,842,823.6848,Normal Transaction,"",Valid
T93444,C1476,2023-13-01,Laptop,,-464.9178,Unknown,Pending,Missing Quantity
T93443,C4838,2021-08-01,Headphones,,-204.5267,Unknown,"",Missing Quantity
T93442,C2634,2024-01-24,Smartphone,-10,-477.2543,Negative Transaction,Pending,Valid
T93441,C3017,2023-13-01,Headphones,186,-276.0532,Negative Transaction,Complete,Valid
T93440,C1639,2023-13-01,Laptop,-9,245.9695,Negative Transaction,Complete,Valid
T9344,C737,2025-02-30,Tablet,381,-124.6706,Negative Transaction,Failed,Valid
T93438,C4491,2025-02-30,Tablet,541,-132.3666,Negative Transaction,Completed,Valid
T93437,C4078,2025-02-30,Headphones,727,,Unknown,Completed,Valid
T93436,C4106,2020-01-02,Headphones,175,,Unknown,Pending,Valid
T93435,C340,2023-13-01,Tablet,-5,,Unknown,Failed,Valid
T93434,C3016,2023-13-01,Tablet,1,805.6313,Normal Transaction,Complete,Valid
T93433,C3960,2021-07-12,Laptop,944,583.79,Normal Transaction,Failed,Valid
T93432,C2174,2020-12-04,Laptop,2,375.1753,Normal Transaction,Pending,Valid
T93431,C2483,2025-02-30,Laptop,6,,Unknown,Complete,Valid
T93430,C4397,2021-06-27,Smartphone,6,452.1751,Normal Transaction,Pending,Valid
T9343,C3848,2023-13-01,Headphones,9,-640.652,Negative Transaction,Failed,Valid
T93429,C4343,2020-04-18,Coffee Machine,3,,Unknown,Pending,Valid
T93427,C2553,2025-02-30,Laptop,3,-379.1182,Negative Transaction,Pending,Valid
T93426,C4495,2025-02-30,Coffee Machine,3,-86.0839,Negative Transaction,Complete,Valid
T93425,C2613,2025-02-30,Laptop,277,,Unknown,Failed,Valid
T93424,C3507,"",Coffee Machine,264,-644.3415,Negative Transaction,Completed,Valid
T93423,C3120,2024-09-15,Headphones,-8,-407.23,Negative Transaction,Complete,Valid
T93421,C241,2023-13-01,Smartphone,5,689.64,Normal Transaction,Completed,Valid
T93420,C2797,2023-13-01,Laptop,-8,,Unknown,Completed,Valid
T93419,C4909,2025-02-30,Tablet,621,-657.6645,Negative Transaction,"",Valid
T93417,C2485,2025-02-30,Tablet,209,765.8554,Normal Transaction,Failed,Valid
T93416,C3128,2025-02-30,Coffee Machine,,-757.3725,Unknown,Completed,Missing Quantity
T93415,C4752,2025-02-30,Coffee Machine,8,400.2858,Normal Transaction,Pending,Valid
T93414,C3822,2022-02-15,Headphones,925,-906.9552,Negative Transaction,Failed,Valid
T93413,C711,2025-02-30,Headphones,941,-302.8672,Negative Transaction,Completed,Valid
T93412,C3116,2024-08-02,Headphones,-16,1411.6456,Negative Transaction,Completed,Valid
T93411,C939,2023-13-01,Headphones,504,920.9711,Normal Transaction,Failed,Valid
T93410,C3033,2020-04-29,Laptop,556,948.5776,Normal Transaction,Failed,Valid
T9341,C1890,2025-02-30,Tablet,-3,-780.6399,Negative Transaction,Failed,Valid
T93409,C3570,2025-02-30,Tablet,-8,298.2735,Negative Transaction,Completed,Valid
T93408,C3886,2023-13-01,Smartphone,5,,Unknown,"",Valid
T93407,C3205,2025-02-30,Smartphone,-5,,Unknown,Completed,Valid
T93406,C1222,2023-07-15,Coffee Machine,682,903.2244,Normal Transaction,Pending,Valid
T93405,C4307,2025-02-30,Laptop,-4,,Unknown,Complete,Valid
T93404,C3430,2024-08-28,Laptop,606,160.6085,Normal Transaction,Pending,Valid
T93403,C4659,2020-10-22,Coffee Machine,812,655.59,Normal Transaction,Completed,Valid
T93402,C2103,2025-02-30,Tablet,6,-654.6437,Negative Transaction,Failed,Valid
T93401,C712,2024-11-18,Smartphone,-5,,Unknown,"",Valid
T93400,C4598,2023-11-24,Laptop,-6,,Unknown,Failed,Valid
T9340,C1645,2023-13-01,Coffee Machine,-10,,Unknown,Completed,Valid
T93399,C509,2023-13-01,Tablet,887,52.0176,Normal Transaction,"",Valid
T93397,C589,2023-13-01,Smartphone,-6,,Unknown,Completed,Valid
T93396,C752,2023-13-01,Laptop,544,574.3659,Normal Transaction,Pending,Valid
T93395,C2203,2025-02-30,Tablet,10,-419.7552,Negative Transaction,Pending,Valid
T93393,"",2023-11-05,Coffee Machine,-10,-223.2996,Negative Transaction,Completed,Valid
T93392,C3529,2023-13-01,Laptop,276,-197.6161,Negative Transaction,Failed,Valid
T93391,C953,2023-13-01,Coffee Machine,399,-424.1777,Negative Transaction,Completed,Valid
T93390,C4321,2020-07-20,Coffee Machine,-9,169.4672,Negative Transaction,Completed,Valid
T9339,C3713,2022-03-03,Coffee Machine,6,-706.5738,Negative Transaction,Pending,Valid
T93389,C2003,2023-11-26,Coffee Machine,267,-572.3211,Negative Transaction,Complete,Valid
T93388,C1046,"",Laptop,7,111.8844,Normal Transaction,Complete,Valid
T93387,C2476,2023-13-01,Smartphone,-8,180.0095,Negative Transaction,Failed,Valid
T93386,C3089,"",Smartphone,-8,736.4055,Negative Transaction,Completed,Valid
T93385,C626,2023-13-01,Smartphone,,933.1288,Unknown,Failed,Missing Quantity
T93384,C126,2025-02-30,Laptop,728,,Unknown,Completed,Valid
T93383,C2224,2022-10-11,Tablet,-1,,Unknown,Completed,Valid
T93382,C4968,2025-02-30,Headphones,10,,Unknown,Completed,Valid
T93381,C2530,"",Coffee Machine,-7,-261.3309,Negative Transaction,Pending,Valid
T93380,C591,2023-13-01,Headphones,292,,Unknown,Complete,Valid
T9338,C4870,2025-02-30,Headphones,-8,-273.73,Negative Transaction,Completed,Valid
T93379,C382,2023-12-20,Coffee Machine,-6,-317.9563,Negative Transaction,Completed,Valid
T93378,C3708,2025-02-30,Tablet,763,,Unknown,Complete,Valid
T93377,C2071,2024-12-19,Tablet,-9,839.82,Negative Transaction,Failed,Valid
T93375,C2874,2021-08-19,Smartphone,-7,-120.3717,Negative Transaction,Pending,Valid
T93374,C4665,2025-02-30,Smartphone,-8,553.7715,Negative Transaction,Completed,Valid
T93373,C3406,2025-02-30,Smartphone,-8,,Unknown,Pending,Valid
T93372,C4176,2025-02-30,Tablet,8,670.5239,Normal Transaction,Failed,Valid
T93371,C4844,2023-13-01,Laptop,752,-57.9468,Negative Transaction,"",Valid
T93370,C2139,2025-02-30,Tablet,-1,954.412,Negative Transaction,Complete,Valid
T9337,C2916,2025-02-30,Headphones,2,406.0582,Normal Transaction,Pending,Valid
T93369,C170,2024-07-14,Laptop,8,66.8535,Normal Transaction,Completed,Valid
T93368,C3545,2023-13-01,Smartphone,7,550.5549,Normal Transaction,"",Valid
T93367,C648,2025-02-30,Coffee Machine,5,,Unknown,Completed,Valid
T93366,C4325,2021-02-24,Laptop,10,-829.7626,Negative Transaction,Completed,Valid
T93365,C2062,2025-02-30,Coffee Machine,1000,552.7927,Normal Transaction,Completed,Valid
T93364,C982,2023-13-01,Laptop,10,474.0272,Normal Transaction,Completed,Valid
T93363,C4758,2021-02-08,Smartphone,272,792.1065,Normal Transaction,Failed,Valid
T93361,C3805,2025-02-30,Smartphone,131,692.6491,Normal Transaction,Completed,Valid
T93360,C2585,2023-13-01,Headphones,-4,-891.1413,Negative Transaction,"",Valid
T9336,C2885,2021-09-04,Laptop,2,830.3851,Normal Transaction,Failed,Valid
T93359,C4082,2025-02-30,Laptop,-1,-703.6558,Negative Transaction,Pending,Valid
T93358,C4028,2021-01-10,Coffee Machine,-9,517.686,Negative Transaction,Completed,Valid
T93357,C3093,2023-08-17,Laptop,-7,-863.6395,Negative Transaction,Completed,Valid
T93356,"",2022-02-16,Headphones,3,-835.4163,Negative Transaction,Complete,Valid
T93355,C1629,2023-13-01,Tablet,-8,,Unknown,Completed,Valid
T93354,C2854,2022-11-23,Laptop,2,349.1823,Normal Transaction,Failed,Valid
T93353,C1501,"",Coffee Machine,552,,Unknown,"",Valid
T93352,C4695,2023-13-01,Smartphone,4,-628.5395,Negative Transaction,"",Valid
T93351,C4188,2025-02-30,Headphones,503,-774.49,Negative Transaction,"",Valid
T9335,C299,2020-08-02,Tablet,728,-96.8072,Negative Transaction,Failed,Valid
T93349,C1675,2025-02-30,Smartphone,,-396.6668,Unknown,Completed,Missing Quantity
T93348,C1221,2023-13-01,Coffee Machine,115,-930.3568,Negative Transaction,Completed,Valid
T93347,"",2023-07-01,Laptop,10,62.4427,Normal Transaction,Pending,Valid
T93346,C2496,2023-13-01,Laptop,198,-332.1203,Negative Transaction,Completed,Valid
T93345,C4001,2023-13-01,Laptop,6,484.1523,Normal Transaction,"",Valid
T93344,C3535,2020-06-11,Smartphone,460,52.4084,Normal Transaction,Completed,Valid
T93343,C3797,2023-13-01,Laptop,5,,Unknown,Failed,Valid
T93341,"",2025-02-30,Tablet,670,-203.507,Negative Transaction,Completed,Valid
T93340,C4161,2021-12-10,Smartphone,-9,-808.6679,Negative Transaction,Complete,Valid
T93339,C699,2023-11-30,Tablet,9,-837.1514,Negative Transaction,Failed,Valid
T93338,C2672,2025-02-30,Headphones,9,491.4577,Normal Transaction,Complete,Valid
T93337,"",2023-13-01,Coffee Machine,2,-829.5475,Negative Transaction,Complete,Valid
T93336,C1836,2025-02-30,Headphones,-3,87.431,Negative Transaction,"",Valid
T93335,C2496,2025-02-30,Tablet,1,853.2706,Normal Transaction,Pending,Valid
T93334,C1053,2024-10-17,Coffee Machine,273,-327.3683,Negative Transaction,Completed,Valid
T93333,C049,2023-13-01,Headphones,980,495.3989,Normal Transaction,Pending,Valid
T93332,C1688,2023-13-01,Smartphone,585,-955.3323,Negative Transaction,Completed,Valid
T93331,"",2023-13-01,Smartphone,207,675.347,Normal Transaction,Completed,Valid
T93330,C2184,2020-01-30,Headphones,-9,781.3131,Negative Transaction,"",Valid
T9333,C1063,2025-02-30,Headphones,-3,,Unknown,Completed,Valid
T93328,C2686,2025-02-30,Headphones,-1,,Unknown,"",Valid
T93327,C2578,2025-02-30,Tablet,4,-179.8666,Negative Transaction,"",Valid
T93326,C4614,2025-02-30,Headphones,,-570.8258,Unknown,Complete,Missing Quantity
T93325,C2633,2025-02-30,Headphones,-6,501.2131,Negative Transaction,Pending,Valid
T93324,C1823,2024-06-20,Coffee Machine,6,379.0729,Normal Transaction,Completed,Valid
T93323,C2822,2025-02-30,Laptop,-1,,Unknown,"",Valid
T93322,C3687,2023-13-01,Smartphone,-5,-844.4551,Negative Transaction,Pending,Valid
T93321,C3646,2023-08-08,Coffee Machine,-6,-389.8212,Negative Transaction,Completed,Valid
T93320,C2120,"",Coffee Machine,-3,424.1069,Negative Transaction,Pending,Valid
T9332,C086,2025-02-30,Smartphone,5,,Unknown,Failed,Valid
T93319,C3781,2024-11-09,Smartphone,364,,Unknown,Completed,Valid
T93318,C077,2025-02-30,Tablet,3,369.8585,Normal Transaction,"",Valid
T93317,C1811,2023-13-01,Smartphone,348,,Unknown,Complete,Valid
T93316,C4224,2023-13-01,Coffee Machine,-7,-589.1581,Negative Transaction,Failed,Valid
T93315,C2191,2024-01-25,Smartphone,412,-370.6712,Negative Transaction,Completed,Valid
T93314,C4000,2022-11-18,Laptop,-1,322.6637,Negative Transaction,Complete,Valid
T93313,C1814,2023-03-01,Tablet,531,-904.1401,Negative Transaction,Failed,Valid
T93312,"",2023-13-01,Coffee Machine,-6,-229.0221,Negative Transaction,Completed,Valid
T93311,C4979,2025-02-30,Smartphone,741,,Unknown,Failed,Valid
T93310,C1448,2025-02-30,Coffee Machine,846,-398.4155,Negative Transaction,Failed,Valid
T93309,C3529,2023-13-01,Laptop,423,820.14,Normal Transaction,Pending,Valid
T93308,C2985,"",Laptop,4,959.6452,Normal Transaction,Completed,Valid
T93307,C1896,2024-05-10,Tablet,4,522.5114,Normal Transaction,Failed,Valid
T93306,C3594,2025-02-30,Tablet,106,-549.5279,Negative Transaction,Completed,Valid
